pos00,pos01,pos02,pos10,pos11,pos12,pos20,pos21,pos22,player,step,result,game_id,state
1,1,-1,-1,-1,1,1,1,-1,1,8,0,191,end
0,0,0,1,0,0,0,0,0,1,0,0,192,start
0,0,0,1,0,-1,0,0,0,-1,1,0,192,mid
0,0,0,1,0,-1,0,1,0,1,2,0,192,mid
0,0,0,1,0,-1,-1,1,0,-1,3,0,192,mid
0,0,0,1,0,-1,-1,1,1,1,4,0,192,mid
0,-1,0,1,0,-1,-1,1,1,-1,5,0,192,mid
0,-1,1,1,0,-1,-1,1,1,1,6,0,192,mid
-1,-1,1,1,0,-1,-1,1,1,-1,7,0,192,mid
-1,-1,1,1,1,-1,-1,1,1,1,8,0,192,end
0,0,0,0,1,0,0,0,0,1,0,1,193,start
0,0,-1,0,1,0,0,0,0,-1,1,1,193,mid
0,1,-1,0,1,0,0,0,0,1,2,1,193,mid
0,1,-1,-1,1,0,0,0,0,-1,3,1,193,mid
0,1,-1,-1,1,0,0,0,1,1,4,1,193,mid
0,1,-1,-1,1,0,0,-1,1,-1,5,1,193,mid
1,1,-1,-1,1,0,0,-1,1,1,6,1,193,end
0,1,0,0,0,0,0,0,0,1,0,0,194,start
0,1,-1,0,0,0,0,0,0,-1,1,0,194,mid
0,1,-1,0,0,0,0,1,0,1,2,0,194,mid
0,1,-1,-1,0,0,0,1,0,-1,3,0,194,mid
0,1,-1,-1,0,0,1,1,0,1,4,0,194,mid
0,1,-1,-1,-1,0,1,1,0,-1,5,0,194,mid
1,1,-1,-1,-1,0,1,1,0,1,6,0,194,mid
1,1,-1,-1,-1,0,1,1,-1,-1,7,0,194,mid
1,1,-1,-1,-1,1,1,1,-1,1,8,0,194,end
0,0,0,0,1,0,0,0,0,1,0,1,195,start
-1,0,0,0,1,0,0,0,0,-1,1,1,195,mid
-1,0,1,0,1,0,0,0,0,1,2,1,195,mid
-1,-1,1,0,1,0,0,0,0,-1,3,1,195,mid
-1,-1,1,1,1,0,0,0,0,1,4,1,195,mid
-1,-1,1,1,1,-1,0,0,0,-1,5,1,195,mid
-1,-1,1,1,1,-1,1,0,0,1,6,1,195,end
0,0,0,0,1,0,0,0,0,1,0,1,196,start
0,0,0,0,1,0,0,0,-1,-1,1,1,196,mid
0,0,0,0,1,1,0,0,-1,1,2,1,196,mid
0,0,0,-1,1,1,0,0,-1,-1,3,1,196,mid
0,0,0,-1,1,1,0,1,-1,1,4,1,196,mid
-1,0,0,-1,1,1,0,1,-1,-1,5,1,196,mid
-1,0,0,-1,1,1,1,1,-1,1,6,1,196,mid
-1,0,-1,-1,1,1,1,1,-1,-1,7,1,196,mid
-1,1,-1,-1,1,1,1,1,-1,1,8,1,196,end
0,0,0,0,0,0,0,1,0,1,0,1,197,start
0,0,0,0,0,-1,0,1,0,-1,1,1,197,mid
0,1,0,0,0,-1,0,1,0,1,2,1,197,mid
0,1,0,0,-1,-1,0,1,0,-1,3,1,197,mid
0,1,0,0,-1,-1,1,1,0,1,4,1,197,mid
0,1,-1,0,-1,-1,1,1,0,-1,5,1,197,mid
0,1,-1,0,-1,-1,1,1,1,1,6,1,197,end
1,0,0,0,0,0,0,0,0,1,0,1,198,start
1,-1,0,0,0,0,0,0,0,-1,1,1,198,mid
1,-1,0,0,0,0,1,0,0,1,2,1,198,mid
1,-1,0,0,0,0,1,-1,0,-1,3,1,198,mid
1,-1,0,0,0,0,1,-1,1,1,4,1,198,mid
1,-1,-1,0,0,0,1,-1,1,-1,5,1,198,mid
1,-1,-1,0,1,0,1,-1,1,1,6,1,198,end
0,0,0,0,1,0,0,0,0,1,0,1,199,start
0,0,0,0,1,-1,0,0,0,-1,1,1,199,mid
0,1,0,0,1,-1,0,0,0,1,2,1,199,mid
0,1,0,0,1,-1,0,0,-1,-1,3,1,199,mid
0,1,0,0,1,-1,0,1,-1,1,4,1,199,end
1,0,0,0,0,0,0,0,0,1,0,1,200,start
1,0,0,0,0,0,0,0,-1,-1,1,1,200,mid
1,0,0,0,0,1,0,0,-1,1,2,1,200,mid
1,0,-1,0,0,1,0,0,-1,-1,3,1,200,mid
1,0,-1,0,0,1,0,1,-1,1,4,1,200,mid
1,0,-1,0,-1,1,0,1,-1,-1,5,1,200,mid
1,0,-1,0,-1,1,1,1,-1,1,6,1,200,mid
1,-1,-1,0,-1,1,1,1,-1,-1,7,1,200,mid
1,-1,-1,1,-1,1,1,1,-1,1,8,1,200,end
0,0,0,0,0,0,0,0,1,1,0,0,201,start
-1,0,0,0,0,0,0,0,1,-1,1,0,201,mid
-1,0,0,1,0,0,0,0,1,1,2,0,201,mid
-1,-1,0,1,0,0,0,0,1,-1,3,0,201,mid
-1,-1,0,1,0,0,0,1,1,1,4,0,201,mid
-1,-1,0,1,0,-1,0,1,1,-1,5,0,201,mid
-1,-1,0,1,1,-1,0,1,1,1,6,0,201,mid
-1,-1,0,1,1,-1,-1,1,1,-1,7,0,201,mid
-1,-1,1,1,1,-1,-1,1,1,1,8,0,201,end
1,0,0,0,0,0,0,0,0,1,0,-1,202,start
1,0,0,0,-1,0,0,0,0,-1,1,-1,202,mid
1,1,0,0,-1,0,0,0,0,1,2,-1,202,mid
1,1,0,0,-1,-1,0,0,0,-1,3,-1,202,mid
1,1,0,0,-1,-1,0,1,0,1,4,-1,202,mid
1,1,-1,0,-1,-1,0,1,0,-1,5,-1,202,mid
1,1,-1,0,-1,-1,1,1,0,1,6,-1,202,mid
1,1,-1,-1,-1,-1,1,1,0,-1,7,-1,202,end
1,0,0,0,0,0,0,0,0,1,0,1,203,start
1,0,0,0,0,0,-1,0,0,-1,1,1,203,mid
1,0,0,0,0,0,-1,0,1,1,2,1,203,mid
1,0,0,-1,0,0,-1,0,1,-1,3,1,203,mid
1,1,0,-1,0,0,-1,0,1,1,4,1,203,mid
1,1,0,-1,0,0,-1,-1,1,-1,5,1,203,mid
1,1,1,-1,0,0,-1,-1,1,1,6,1,203,end
1,0,0,0,0,0,0,0,0,1,0,1,204,start
1,-1,0,0,0,0,0,0,0,-1,1,1,204,mid
1,-1,0,0,0,0,0,1,0,1,2,1,204,mid
1,-1,0,0,-1,0,0,1,0,-1,3,1,204,mid
1,-1,0,0,-1,0,1,1,0,1,4,1,204,mid
1,-1,0,0,-1,0,1,1,-1,-1,5,1,204,mid
1,-1,0,0,-1,1,1,1,-1,1,6,1,204,mid
1,-1,-1,0,-1,1,1,1,-1,-1,7,1,204,mid
1,-1,-1,1,-1,1,1,1,-1,1,8,1,204,end
0,0,0,0,0,0,1,0,0,1,0,1,205,start
0,-1,0,0,0,0,1,0,0,-1,1,1,205,mid
0,-1,0,0,0,0,1,1,0,1,2,1,205,mid
0,-1,0,0,0,-1,1,1,0,-1,3,1,205,mid
1,-1,0,0,0,-1,1,1,0,1,4,1,205,mid
1,-1,0,0,-1,-1,1,1,0,-1,5,1,205,mid
1,-1,1,0,-1,-1,1,1,0,1,6,1,205,mid
1,-1,1,0,-1,-1,1,1,-1,-1,7,1,205,mid
1,-1,1,1,-1,-1,1,1,-1,1,8,1,205,end
0,0,0,0,1,0,0,0,0,1,0,0,206,start
0,-1,0,0,1,0,0,0,0,-1,1,0,206,mid
0,-1,1,0,1,0,0,0,0,1,2,0,206,mid
0,-1,1,-1,1,0,0,0,0,-1,3,0,206,mid
0,-1,1,-1,1,0,0,1,0,1,4,0,206,mid
0,-1,1,-1,1,0,-1,1,0,-1,5,0,206,mid
1,-1,1,-1,1,0,-1,1,0,1,6,0,206,mid
1,-1,1,-1,1,0,-1,1,-1,-1,7,0,206,mid
1,-1,1,-1,1,1,-1,1,-1,1,8,0,206,end
1,0,0,0,0,0,0,0,0,1,0,0,207,start
1,0,0,0,-1,0,0,0,0,-1,1,0,207,mid
1,0,0,0,-1,0,0,0,1,1,2,0,207,mid
1,0,0,-1,-1,0,0,0,1,-1,3,0,207,mid
1,0,0,-1,-1,0,1,0,1,1,4,0,207,mid
1,0,-1,-1,-1,0,1,0,1,-1,5,0,207,mid
1,0,-1,-1,-1,1,1,0,1,1,6,0,207,mid
1,0,-1,-1,-1,1,1,-1,1,-1,7,0,207,mid
1,1,-1,-1,-1,1,1,-1,1,1,8,0,207,end
0,0,0,0,0,0,0,0,1,1,0,1,208,start
-1,0,0,0,0,0,0,0,1,-1,1,1,208,mid
-1,0,1,0,0,0,0,0,1,1,2,1,208,mid
-1,0,1,0,0,0,-1,0,1,-1,3,1,208,mid
-1,0,1,0,0,1,-1,0,1,1,4,1,208,end
0,0,0,1,0,0,0,0,0,1,0,1,209,start
0,0,0,1,-1,0,0,0,0,-1,1,1,209,mid
0,0,0,1,-1,0,0,0,1,1,2,1,209,mid
0,0,0,1,-1,0,0,-1,1,-1,3,1,209,mid
0,0,1,1,-1,0,0,-1,1,1,4,1,209,mid
0,0,1,1,-1,0,-1,-1,1,-1,5,1,209,mid
0,0,1,1,-1,1,-1,-1,1,1,6,1,209,end
0,0,1,0,0,0,0,0,0,1,0,1,210,start
0,0,1,-1,0,0,0,0,0,-1,1,1,210,mid
0,0,1,-1,0,1,0,0,0,1,2,1,210,mid
0,0,1,-1,0,1,0,0,-1,-1,3,1,210,mid
0,0,1,-1,1,1,0,0,-1,1,4,1,210,mid
0,-1,1,-1,1,1,0,0,-1,-1,5,1,210,mid
0,-1,1,-1,1,1,1,0,-1,1,6,1,210,end
0,0,0,0,0,0,0,1,0,1,0,-1,211,start
0,-1,0,0,0,0,0,1,0,-1,1,-1,211,mid
0,-1,0,0,0,0,1,1,0,1,2,-1,211,mid
-1,-1,0,0,0,0,1,1,0,-1,3,-1,211,mid
-1,-1,0,0,0,1,1,1,0,1,4,-1,211,mid
-1,-1,-1,0,0,1,1,1,0,-1,5,-1,211,end
0,0,0,0,0,0,1,0,0,1,0,0,212,start
0,0,0,0,0,0,1,0,-1,-1,1,0,212,mid
0,1,0,0,0,0,1,0,-1,1,2,0,212,mid
0,1,-1,0,0,0,1,0,-1,-1,3,0,212,mid
1,1,-1,0,0,0,1,0,-1,1,4,0,212,mid
1,1,-1,-1,0,0,1,0,-1,-1,5,0,212,mid
1,1,-1,-1,0,0,1,1,-1,1,6,0,212,mid
1,1,-1,-1,-1,0,1,1,-1,-1,7,0,212,mid
1,1,-1,-1,-1,1,1,1,-1,1,8,0,212,end
0,0,0,0,0,0,1,0,0,1,0,1,213,start
0,0,0,0,0,-1,1,0,0,-1,1,1,213,mid
0,0,0,1,0,-1,1,0,0,1,2,1,213,mid
0,0,-1,1,0,-1,1,0,0,-1,3,1,213,mid
1,0,-1,1,0,-1,1,0,0,1,4,1,213,end
0,0,0,0,0,1,0,0,0,1,0,0,214,start
0,0,-1,0,0,1,0,0,0,-1,1,0,214,mid
0,0,-1,0,0,1,1,0,0,1,2,0,214,mid
-1,0,-1,0,0,1,1,0,0,-1,3,0,214,mid
-1,0,-1,0,1,1,1,0,0,1,4,0,214,mid
-1,0,-1,-1,1,1,1,0,0,-1,5,0,214,mid
-1,1,-1,-1,1,1,1,0,0,1,6,0,214,mid
-1,1,-1,-1,1,1,1,-1,0,-1,7,0,214,mid
-1,1,-1,-1,1,1,1,-1,1,1,8,0,214,end
1,0,0,0,0,0,0,0,0,1,0,1,215,start
1,0,0,-1,0,0,0,0,0,-1,1,1,215,mid
1,0,0,-1,0,0,1,0,0,1,2,1,215,mid
1,0,0,-1,0,0,1,-1,0,-1,3,1,215,mid
1,0,0,-1,1,0,1,-1,0,1,4,1,215,mid
1,0,-1,-1,1,0,1,-1,0,-1,5,1,215,mid
1,0,-1,-1,1,0,1,-1,1,1,6,1,215,end
0,0,0,0,1,0,0,0,0,1,0,1,216,start
0,0,0,0,1,-1,0,0,0,-1,1,1,216,mid
0,0,0,0,1,-1,1,0,0,1,2,1,216,mid
0,0,-1,0,1,-1,1,0,0,-1,3,1,216,mid
0,0,-1,0,1,-1,1,0,1,1,4,1,216,mid
0,-1,-1,0,1,-1,1,0,1,-1,5,1,216,mid
0,-1,-1,0,1,-1,1,1,1,1,6,1,216,end
0,0,0,0,1,0,0,0,0,1,0,1,217,start
0,0,0,0,1,-1,0,0,0,-1,1,1,217,mid
0,0,0,0,1,-1,0,0,1,1,2,1,217,mid
-1,0,0,0,1,-1,0,0,1,-1,3,1,217,mid
-1,0,0,0,1,-1,0,1,1,1,4,1,217,mid
-1,-1,0,0,1,-1,0,1,1,-1,5,1,217,mid
-1,-1,0,0,1,-1,1,1,1,1,6,1,217,end
0,0,0,1,0,0,0,0,0,1,0,1,218,start
0,-1,0,1,0,0,0,0,0,-1,1,1,218,mid
0,-1,0,1,0,0,1,0,0,1,2,1,218,mid
0,-1,0,1,0,0,1,0,-1,-1,3,1,218,mid
0,-1,1,1,0,0,1,0,-1,1,4,1,218,mid
0,-1,1,1,0,0,1,-1,-1,-1,5,1,218,mid
0,-1,1,1,0,1,1,-1,-1,1,6,1,218,mid
-1,-1,1,1,0,1,1,-1,-1,-1,7,1,218,mid
-1,-1,1,1,1,1,1,-1,-1,1,8,1,218,end
0,0,0,0,0,0,0,0,1,1,0,-1,219,start
0,0,-1,0,0,0,0,0,1,-1,1,-1,219,mid
0,1,-1,0,0,0,0,0,1,1,2,-1,219,mid
0,1,-1,0,-1,0,0,0,1,-1,3,-1,219,mid
1,1,-1,0,-1,0,0,0,1,1,4,-1,219,mid
1,1,-1,-1,-1,0,0,0,1,-1,5,-1,219,mid
1,1,-1,-1,-1,1,0,0,1,1,6,-1,219,mid
1,1,-1,-1,-1,1,-1,0,1,-1,7,-1,219,end
0,0,0,0,0,0,0,0,1,1,0,1,220,start
0,0,0,0,0,-1,0,0,1,-1,1,1,220,mid
1,0,0,0,0,-1,0,0,1,1,2,1,220,mid
1,0,-1,0,0,-1,0,0,1,-1,3,1,220,mid
1,0,-1,0,0,-1,1,0,1,1,4,1,220,mid
1,0,-1,0,0,-1,1,-1,1,-1,5,1,220,mid
1,0,-1,1,0,-1,1,-1,1,1,6,1,220,end
0,0,0,1,0,0,0,0,0,1,0,1,221,start
0,0,0,1,-1,0,0,0,0,-1,1,1,221,mid
0,1,0,1,-1,0,0,0,0,1,2,1,221,mid
0,1,0,1,-1,0,0,-1,0,-1,3,1,221,mid
0,1,0,1,-1,0,0,-1,1,1,4,1,221,mid
0,1,-1,1,-1,0,0,-1,1,-1,5,1,221,mid
1,1,-1,1,-1,0,0,-1,1,1,6,1,221,mid
1,1,-1,1,-1,-1,0,-1,1,-1,7,1,221,mid
1,1,-1,1,-1,-1,1,-1,1,1,8,1,221,end
0,0,0,0,0,0,0,0,1,1,0,-1,222,start
0,0,0,0,0,-1,0,0,1,-1,1,-1,222,mid
0,0,0,1,0,-1,0,0,1,1,2,-1,222,mid
-1,0,0,1,0,-1,0,0,1,-1,3,-1,222,mid
-1,0,0,1,0,-1,0,1,1,1,4,-1,222,mid
-1,0,-1,1,0,-1,0,1,1,-1,5,-1,222,mid
-1,0,-1,1,1,-1,0,1,1,1,6,-1,222,mid
-1,-1,-1,1,1,-1,0,1,1,-1,7,-1,222,end
0,0,0,1,0,0,0,0,0,1,0,0,223,start
0,0,0,1,0,0,-1,0,0,-1,1,0,223,mid
0,0,1,1,0,0,-1,0,0,1,2,0,223,mid
-1,0,1,1,0,0,-1,0,0,-1,3,0,223,mid
-1,0,1,1,1,0,-1,0,0,1,4,0,223,mid
-1,0,1,1,1,-1,-1,0,0,-1,5,0,223,mid
-1,0,1,1,1,-1,-1,0,1,1,6,0,223,mid
-1,0,1,1,1,-1,-1,-1,1,-1,7,0,223,mid
-1,1,1,1,1,-1,-1,-1,1,1,8,0,223,end
0,0,0,0,1,0,0,0,0,1,0,1,224,start
-1,0,0,0,1,0,0,0,0,-1,1,1,224,mid
-1,1,0,0,1,0,0,0,0,1,2,1,224,mid
-1,1,-1,0,1,0,0,0,0,-1,3,1,224,mid
-1,1,-1,0,1,1,0,0,0,1,4,1,224,mid
-1,1,-1,0,1,1,-1,0,0,-1,5,1,224,mid
-1,1,-1,1,1,1,-1,0,0,1,6,1,224,end
0,0,0,1,0,0,0,0,0,1,0,0,225,start
-1,0,0,1,0,0,0,0,0,-1,1,0,225,mid
-1,0,0,1,0,0,0,0,1,1,2,0,225,mid
-1,0,0,1,0,-1,0,0,1,-1,3,0,225,mid
-1,0,1,1,0,-1,0,0,1,1,4,0,225,mid
-1,0,1,1,0,-1,-1,0,1,-1,5,0,225,mid
-1,0,1,1,1,-1,-1,0,1,1,6,0,225,mid
-1,-1,1,1,1,-1,-1,0,1,-1,7,0,225,mid
-1,-1,1,1,1,-1,-1,1,1,1,8,0,225,end
0,1,0,0,0,0,0,0,0,1,0,1,226,start
-1,1,0,0,0,0,0,0,0,-1,1,1,226,mid
-1,1,0,0,0,1,0,0,0,1,2,1,226,mid
-1,1,0,-1,0,1,0,0,0,-1,3,1,226,mid
-1,1,0,-1,1,1,0,0,0,1,4,1,226,mid
-1,1,-1,-1,1,1,0,0,0,-1,5,1,226,mid
-1,1,-1,-1,1,1,0,1,0,1,6,1,226,end
0,0,0,1,0,0,0,0,0,1,0,-1,227,start
-1,0,0,1,0,0,0,0,0,-1,1,-1,227,mid
-1,0,0,1,0,0,1,0,0,1,2,-1,227,mid
-1,0,0,1,0,0,1,0,-1,-1,3,-1,227,mid
-1,0,0,1,0,0,1,1,-1,1,4,-1,227,mid
-1,0,0,1,-1,0,1,1,-1,-1,5,-1,227,end
0,0,0,0,0,0,0,0,1,1,0,-1,228,start
-1,0,0,0,0,0,0,0,1,-1,1,-1,228,mid
-1,0,0,0,0,0,0,1,1,1,2,-1,228,mid
-1,0,0,0,0,0,-1,1,1,-1,3,-1,228,mid
-1,0,0,0,0,1,-1,1,1,1,4,-1,228,mid
-1,0,0,-1,0,1,-1,1,1,-1,5,-1,228,end
0,0,0,1,0,0,0,0,0,1,0,-1,229,start
-1,0,0,1,0,0,0,0,0,-1,1,-1,229,mid
-1,0,0,1,0,1,0,0,0,1,2,-1,229,mid
-1,0,-1,1,0,1,0,0,0,-1,3,-1,229,mid
-1,0,-1,1,0,1,1,0,0,1,4,-1,229,mid
-1,-1,-1,1,0,1,1,0,0,-1,5,-1,229,end
0,0,0,0,1,0,0,0,0,1,0,-1,230,start
0,0,0,-1,1,0,0,0,0,-1,1,-1,230,mid
0,0,1,-1,1,0,0,0,0,1,2,-1,230,mid
0,-1,1,-1,1,0,0,0,0,-1,3,-1,230,mid
0,-1,1,-1,1,0,0,0,1,1,4,-1,230,mid
0,-1,1,-1,1,0,-1,0,1,-1,5,-1,230,mid
0,-1,1,-1,1,0,-1,1,1,1,6,-1,230,mid
-1,-1,1,-1,1,0,-1,1,1,-1,7,-1,230,end
0,0,0,0,0,0,1,0,0,1,0,-1,231,start
-1,0,0,0,0,0,1,0,0,-1,1,-1,231,mid
-1,0,1,0,0,0,1,0,0,1,2,-1,231,mid
-1,0,1,0,-1,0,1,0,0,-1,3,-1,231,mid
-1,0,1,0,-1,0,1,1,0,1,4,-1,231,mid
-1,0,1,-1,-1,0,1,1,0,-1,5,-1,231,mid
-1,0,1,-1,-1,1,1,1,0,1,6,-1,231,mid
-1,0,1,-1,-1,1,1,1,-1,-1,7,-1,231,end
0,0,0,0,1,0,0,0,0,1,0,1,232,start
0,-1,0,0,1,0,0,0,0,-1,1,1,232,mid
0,-1,0,1,1,0,0,0,0,1,2,1,232,mid
-1,-1,0,1,1,0,0,0,0,-1,3,1,232,mid
-1,-1,0,1,1,1,0,0,0,1,4,1,232,end
0,0,0,1,0,0,0,0,0,1,0,0,233,start
0,0,0,1,0,-1,0,0,0,-1,1,0,233,mid
0,0,0,1,0,-1,0,1,0,1,2,0,233,mid
0,0,0,1,0,-1,-1,1,0,-1,3,0,233,mid
0,0,0,1,0,-1,-1,1,1,1,4,0,233,mid
-1,0,0,1,0,-1,-1,1,1,-1,5,0,233,mid
-1,1,0,1,0,-1,-1,1,1,1,6,0,233,mid
-1,1,0,1,-1,-1,-1,1,1,-1,7,0,233,mid
-1,1,1,1,-1,-1,-1,1,1,1,8,0,233,end
1,0,0,0,0,0,0,0,0,1,0,1,234,start
1,0,0,0,0,-1,0,0,0,-1,1,1,234,mid
1,0,0,0,0,-1,1,0,0,1,2,1,234,mid
1,-1,0,0,0,-1,1,0,0,-1,3,1,234,mid
1,-1,1,0,0,-1,1,0,0,1,4,1,234,mid
1,-1,1,0,0,-1,1,-1,0,-1,5,1,234,mid
1,-1,1,1,0,-1,1,-1,0,1,6,1,234,end
0,0,0,0,0,0,1,0,0,1,0,1,235,start
0,0,0,0,0,0,1,0,-1,-1,1,1,235,mid
0,1,0,0,0,0,1,0,-1,1,2,1,235,mid
0,1,0,-1,0,0,1,0,-1,-1,3,1,235,mid
0,1,0,-1,0,1,1,0,-1,1,4,1,235,mid
-1,1,0,-1,0,1,1,0,-1,-1,5,1,235,mid
-1,1,0,-1,1,1,1,0,-1,1,6,1,235,mid
-1,1,0,-1,1,1,1,-1,-1,-1,7,1,235,mid
-1,1,1,-1,1,1,1,-1,-1,1,8,1,235,end
1,0,0,0,0,0,0,0,0,1,0,1,236,start
1,0,0,0,0,-1,0,0,0,-1,1,1,236,mid
1,0,0,0,0,-1,0,0,1,1,2,1,236,mid
1,0,0,0,0,-1,0,-1,1,-1,3,1,236,mid
1,0,0,1,0,-1,0,-1,1,1,4,1,236,mid
1,0,-1,1,0,-1,0,-1,1,-1,5,1,236,mid
1,0,-1,1,0,-1,1,-1,1,1,6,1,236,end
0,0,0,0,0,1,0,0,0,1,0,1,237,start
0,0,-1,0,0,1,0,0,0,-1,1,1,237,mid
0,0,-1,0,1,1,0,0,0,1,2,1,237,mid
0,0,-1,0,1,1,0,0,-1,-1,3,1,237,mid
0,0,-1,0,1,1,1,0,-1,1,4,1,237,mid
-1,0,-1,0,1,1,1,0,-1,-1,5,1,237,mid
-1,0,-1,1,1,1,1,0,-1,1,6,1,237,end
0,0,0,0,0,0,0,1,0,1,0,-1,238,start
0,0,0,0,-1,0,0,1,0,-1,1,-1,238,mid
0,0,0,1,-1,0,0,1,0,1,2,-1,238,mid
-1,0,0,1,-1,0,0,1,0,-1,3,-1,238,mid
-1,1,0,1,-1,0,0,1,0,1,4,-1,238,mid
-1,1,-1,1,-1,0,0,1,0,-1,5,-1,238,mid
-1,1,-1,1,-1,0,0,1,1,1,6,-1,238,mid
-1,1,-1,1,-1,0,-1,1,1,-1,7,-1,238,end
0,0,0,0,0,1,0,0,0,1,0,1,239,start
-1,0,0,0,0,1,0,0,0,-1,1,1,239,mid
-1,0,0,0,0,1,1,0,0,1,2,1,239,mid
-1,0,0,0,0,1,1,-1,0,-1,3,1,239,mid
-1,0,1,0,0,1,1,-1,0,1,4,1,239,mid
-1,0,1,0,0,1,1,-1,-1,-1,5,1,239,mid
-1,0,1,0,1,1,1,-1,-1,1,6,1,239,end
1,0,0,0,0,0,0,0,0,1,0,1,240,start
1,0,0,-1,0,0,0,0,0,-1,1,1,240,mid
1,0,0,-1,0,0,0,1,0,1,2,1,240,mid
1,0,0,-1,0,-1,0,1,0,-1,3,1,240,mid
1,0,0,-1,1,-1,0,1,0,1,4,1,240,mid
1,-1,0,-1,1,-1,0,1,0,-1,5,1,240,mid
1,-1,1,-1,1,-1,0,1,0,1,6,1,240,mid
1,-1,1,-1,1,-1,-1,1,0,-1,7,1,240,mid
1,-1,1,-1,1,-1,-1,1,1,1,8,1,240,end
1,0,0,0,0,0,0,0,0,1,0,1,241,start
1,-1,0,0,0,0,0,0,0,-1,1,1,241,mid
1,-1,0,0,0,0,0,0,1,1,2,1,241,mid
1,-1,0,0,0,0,0,-1,1,-1,3,1,241,mid
1,-1,1,0,0,0,0,-1,1,1,4,1,241,mid
1,-1,1,0,0,-1,0,-1,1,-1,5,1,241,mid
1,-1,1,0,1,-1,0,-1,1,1,6,1,241,end
0,0,0,0,0,0,0,0,1,1,0,1,242,start
0,0,0,0,0,0,-1,0,1,-1,1,1,242,mid
0,0,0,1,0,0,-1,0,1,1,2,1,242,mid
0,0,-1,1,0,0,-1,0,1,-1,3,1,242,mid
0,0,-1,1,0,0,-1,1,1,1,4,1,242,mid
0,0,-1,1,0,-1,-1,1,1,-1,5,1,242,mid
1,0,-1,1,0,-1,-1,1,1,1,6,1,242,mid
1,-1,-1,1,0,-1,-1,1,1,-1,7,1,242,mid
1,-1,-1,1,1,-1,-1,1,1,1,8,1,242,end
0,0,0,0,0,0,0,0,1,1,0,-1,243,start
0,0,0,0,-1,0,0,0,1,-1,1,-1,243,mid
0,0,0,1,-1,0,0,0,1,1,2,-1,243,mid
-1,0,0,1,-1,0,0,0,1,-1,3,-1,243,mid
-1,0,1,1,-1,0,0,0,1,1,4,-1,243,mid
-1,-1,1,1,-1,0,0,0,1,-1,5,-1,243,mid
-1,-1,1,1,-1,0,1,0,1,1,6,-1,243,mid
-1,-1,1,1,-1,0,1,-1,1,-1,7,-1,243,end
0,0,0,0,0,1,0,0,0,1,0,-1,244,start
0,0,-1,0,0,1,0,0,0,-1,1,-1,244,mid
0,0,-1,0,0,1,1,0,0,1,2,-1,244,mid
0,0,-1,0,0,1,1,-1,0,-1,3,-1,244,mid
0,0,-1,1,0,1,1,-1,0,1,4,-1,244,mid
-1,0,-1,1,0,1,1,-1,0,-1,5,-1,244,mid
-1,0,-1,1,0,1,1,-1,1,1,6,-1,244,mid
-1,-1,-1,1,0,1,1,-1,1,-1,7,-1,244,end
1,0,0,0,0,0,0,0,0,1,0,1,245,start
1,0,-1,0,0,0,0,0,0,-1,1,1,245,mid
1,0,-1,1,0,0,0,0,0,1,2,1,245,mid
1,0,-1,1,0,0,0,0,-1,-1,3,1,245,mid
1,0,-1,1,0,1,0,0,-1,1,4,1,245,mid
1,0,-1,1,-1,1,0,0,-1,-1,5,1,245,mid
1,0,-1,1,-1,1,0,1,-1,1,6,1,245,mid
1,-1,-1,1,-1,1,0,1,-1,-1,7,1,245,mid
1,-1,-1,1,-1,1,1,1,-1,1,8,1,245,end
1,0,0,0,0,0,0,0,0,1,0,1,246,start
1,0,-1,0,0,0,0,0,0,-1,1,1,246,mid
1,0,-1,0,0,0,1,0,0,1,2,1,246,mid
1,-1,-1,0,0,0,1,0,0,-1,3,1,246,mid
1,-1,-1,0,0,0,1,1,0,1,4,1,246,mid
1,-1,-1,-1,0,0,1,1,0,-1,5,1,246,mid
1,-1,-1,-1,0,1,1,1,0,1,6,1,246,mid
1,-1,-1,-1,-1,1,1,1,0,-1,7,1,246,mid
1,-1,-1,-1,-1,1,1,1,1,1,8,1,246,end
0,0,0,0,0,0,0,0,1,1,0,1,247,start
0,0,-1,0,0,0,0,0,1,-1,1,1,247,mid
0,1,-1,0,0,0,0,0,1,1,2,1,247,mid
0,1,-1,0,0,0,0,-1,1,-1,3,1,247,mid
0,1,-1,0,1,0,0,-1,1,1,4,1,247,mid
0,1,-1,0,1,0,-1,-1,1,-1,5,1,247,mid
0,1,-1,0,1,1,-1,-1,1,1,6,1,247,mid
0,1,-1,-1,1,1,-1,-1,1,-1,7,1,247,mid
1,1,-1,-1,1,1,-1,-1,1,1,8,1,247,end
0,0,0,0,1,0,0,0,0,1,0,1,248,start
0,0,0,0,1,0,0,0,-1,-1,1,1,248,mid
0,0,0,0,1,0,1,0,-1,1,2,1,248,mid
0,-1,0,0,1,0,1,0,-1,-1,3,1,248,mid
0,-1,1,0,1,0,1,0,-1,1,4,1,248,end
0,0,0,0,1,0,0,0,0,1,0,1,249,start
0,0,0,0,1,-1,0,0,0,-1,1,1,249,mid
0,1,0,0,1,-1,0,0,0,1,2,1,249,mid
0,1,0,-1,1,-1,0,0,0,-1,3,1,249,mid
1,1,0,-1,1,-1,0,0,0,1,4,1,249,mid
1,1,0,-1,1,-1,0,-1,0,-1,5,1,249,mid
1,1,0,-1,1,-1,0,-1,1,1,6,1,249,end
